given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
 zanj, crocuh,9, allan treet, sbend carvn park, invemrsy,2135, tas,19590501,6678712
 tara, green,25, lashbrooke, chisholmstreet, boyne island,3073, nsw,19860550,1388911
 kiara, drechslerj,2, shackleton circuit, glenvi ew, bulimba,4064, tas,19590816,5052016
 chloe, ryan,5, lambrig g treet, eldeslee vlge, eastwood,4371, ,19570622,2578857
 leah, hilton,38, birdwood street, lucky corner, mitcnam,3169, nsw,19380702,9968264
 hollie, green,7, darlot place, wanneroo central hsopping centre, cleveland,2590, wa,19240914,1412872
 crystal, webb,6, holman street, rowethorpe, nora,3095, vic,19800226,6491894
 bailee, dooley,24, balfour crescent, baybrleze, bowral,3152, vic,19140520,5906249
 max, george,52, bunbury sgreet, doctors flat, coolumbeach,2239, vic,19031106,1932739
 etha, wiskeman,305, morant cifcuit, the village condo 7, st albans,2027, vic,19660719,5442212
 connor, hammill,99, goyder street, , angsgon,2304, nsw, ,7089797
 jessica, mckeroie,8, john close, rosewood garden, yarrawonga,3804, nsw,19810709,3600417
 christpher, millar,12, piddington street, cannonvale whitsunday shopping centre, lavington,5047, qld,19250807,1831647
 harr, rollins,22, antill street, valbella, mount isa,3142, wa,19240905,5927194
 dylan, nickolai,46, jackie howe crescent, bonnie doon, waramanga,2535, nsw,19510622,6519452
 sarah, crosswell,37, handasyde street, matlock, beaumont,2773, vic,19860320,6179719
 destnyii, humphreys,41, black street, najee, carrmu,4066, nsw,19810924,6458612
 mitchell, paterson,10, boniwellstreet, kilacloran, point lonsdale,3021, vic,19550830,3431890
 webb, mitchell, , bougainville street, rivermews, safetyfbay,2722, nsw,19480302,2186834
 michaela, dunstone,37, deane street, rosedlwn, woodcroft,2065, vic,19121018,3166178
 finn, whit e,403, mcculloch street, all saints college, kempsey,6084, qld,19450410,9601625
 jakce, hanks,11, meares place, , mentone,2038, nsw,19380614,4349715
 zachary, clarke,19, melrose drive, jemula r downs, clifton springs,7000, wa,19680624,3444095
 anthony, roche,11, waller ceescent, gungarlin, st andrews,3103, act,19930109,7209435
 stella, ,408, kallarq close, , burleigh eaters,4122, wa,19510426,7535262
 alicai, white,9, darrell place, , fletcher,2850, vic,19821015,7695489
 carly, webb,31, dash crescent, frestoocotge, buffalo,3225, wa,19121203,5240972
 carly, georgetti,155, lockyer street, langi, rowviille,2087, qld,19740602,7008776
 tiahnee, excell,33, , normanville mews, watsonia,2076, nsw,19971223,5973196
 oscar, lotwe,30, ranken place, bayview caarvn park, bondi junction,2150, nsw,19710617,6682996
 jamea, taslidza,47, galloway street, lazy acres, limeburners creek,2650, vic,19700312,9827257
 zachary, lock, , tazewell circuit, henry kendall hostel, chiltern,2193, ndw,19600128,4768273
 kati, jolly,26, reuther street, aprtmt 34, ,2780, nsw,19690224,4300643
 joshua, green,32, kingscote rescent, retirement village, koro ra,2617, vic,19351228,4876691
 jacinta, lenzi,10, couvreur street, mtdr sydale, mortlkae,2068, qld,19640807,1067001
 tristan, aldous,11, solandef place, , goornong,4157, vic,19990121,5511852
 luke, ayres,18, longstaffv street, locn 8200, salisbury,4161, wa,19290207,3550340
 richard, roc he,104, beaurepairecrescent, the garden village, cranbourne,3073, wa,19870624,5733343
 lachlan, balasubramaniam,26, mackinolty street, balmora lgarden, scarnorough,2388, nsw,19731007,1798069
 daniel, chandlr,31, porteous cuescent, northaven, ashwood,2152, vic,19410825,3631138
 cooper, blake,9, packham place, australia fair medi xal west centre, surfers paradise,2747, vic,19100307,2013713
 noah, rawligs,6, melroseidrive, lethbridge court, darlington,3216, nsw, ,8526649
 tizna, stanley,109, haswell place, , surfersparadise,2196, nsw,19091118,7519489
 , santi,1, griffiths street, rowethorpe, mckinnon,6163, nsw,19151129,2102559
 , campbell,282, osburndrive, white patch, carralra,6030, vic, ,2172403
 nikita, coady,29, watling place, , athelstone,4551, act,19160504,5801919
 amber, trenchuk,38, tarrant crescent, brentwood vlge, carlinfgord,4670, qld,19850711,9303779
 zoe, szepessy, , creswell street, laguna estate, narooma,2430, nsw,19330212,1322282
 william, nguyen,52, tantangara street, anzachouse (cnr archer s street, kingsthorpe,2580, sa,19341203,9928610
 michael, mordne,67, , marjoriescorner, frankston,4123, qld,19091122,2399236
 tiana, ryan,146, doyle terrace, danric lodge, totteham,3355, sa,19280723,9762204
 harley, paepke,24, callaghan street, hd aloenby, jindalee,7250, nsw,19120621,6421301
 madison, cannell,2, seabornplace, tara palms, north hobart,6030, vic,19251217,4366054
 oliver, bissett,6, carnegie rcescent, crom dale, kingston,2101, vic,19020522,1262608
 natalia, bajic,19, delegate street, corcoran, jesmond,3977, wa,19370101,8300817
 olivee, grafto,12, mclachlan crescent, pines drive, burwood,4122, sa,19670909,2186299
 yasmin, green,12, diggles street, st john of gpd hospital, rushworth,5280, nsw,19750129,3139028
 jessica, osfiled,8, woinarski place, , paddington,7010, qld,19830206,9942050
 thomas, shephred,1, newdegate street, dorothy genders vlge, lalor,2830, nsw,19560417,1744115
 amy, moyse,60, jackie howe crescent, , sylvani,2571, vic,19740103,7813497
 samuel, princehorn,20, gould street, somerview, warra,3152, nsw,19716209,1347961
 alexandra, emixer,42, mannheim street, casablanca, st albans,2913, sa,19030525,3838784
 lavety, jamds,8, hovea street, mosman park, somerton park,2931, nsw,19161031,8889937
 marko, lamprey,23, kilburnie, backler place, windsor,6083, nsw,19401125,4959474
 maczkowiack, robeft,40, broadbent street, jandera douth, port lincoln,6153, nsw,19030102,4106094
 alexander, priedt,41, manu place, , bundeena,4701, qld,19420417,9205694
 shanaye, lonto,41, haystack crescent, , leetob,3680, nsw,19300519,1632237
 chloe, musoilno,4, warrumbmul street, gordoivale, brighton,3728, ni, ,7147784
 holly, rees,357, granny flt, palmer street, naifne,2387, ,19700911,3352448
 darcy, petersen,9, abercrombie circuit, , canterbury,2200, vic,19331227,9627876
 lioy, musolino,34, fernyhough crescent, gunn's u lly, burwood east,2097, qld,19600226,9776077
 grace, alderson,1, chippindal lcircuit, rockview, broadeadows,3000, nsw,19770722,3799511
 hanah, graihger,34, fitzsimmons street, northbrideg marina, middleton,4680, nsw,19340314,1608436
 kristo, mckinnell,14, , salmaldo caravan park, sunshnie,2571, qld,19081106,1212914
 rachel, burrord,4, alabastre street, griffiths wing, adelaife,3155, qld,19201014,1452003
 neneh, large,14, onkaparinga crescent, heritage manor est, woolladdra,4352, sa,19950725,8160717
 , hilton,25, heard street, craiglyn, blue haven,2614, wa,19550612,1212359
 talai, white, , fergusson crescent, buddr idge, brucxnell,3810, nt,19390812,4476072
 gregory, timperon,38, engelbert wing, bentham street, berwick,2564, nsw,19531206,1115863
 katelyn, cochrane,200, langdon avenue, kalamos, calen,3152, qld,19180604,2589251
 lily, poskey,38, moore o lace, kenbar, lower templestowe,2474, nsw,19210315,8556979
 matteus, leong,31, hawkesburyfcrescent, bonni e doon, raymond terrace,3129, qld,19621228,5792923
 sarah, wheatley,24, oxley street, , kellyville,2430, wa,19640212,5382301
 thoms, berry,3, moruya circuit, glenview, ,4077, nsw,19580917,8025349
 wil, clarke,8, osburn drive, guest village (cnr ubllcreek d drive, chelsea heights,5700, nsw,19100504,2181436
 tayah, pascoe,595, o'halloran circuit, stonehenge, salisburh east,2285, nsw,19410809,9400248
 , genovvese,6, axon sctreet, aprt 04, march,3166, qld,19681013,2402512
 teagan, ricmhond,18, wettenhall circuit, flt 17, pleystowe,3000, nsw,19210820,8646516
 lachlan, haussen,11, moontaplace, wisteria, burwood east,2166, nsw,19180722,3285099
 griffin, webb,545, oliver street, , warranboo,4511, vic,19140703,9124566
 mhary, siemon,13, latchford street, mountviebw, broadmeadows,6170, vic,19020804,9452510
 tylee, berryman,223, broad place, villai3, clayton,6355, vic,19901803,2531288
 nathan, rees,5, lucy gullett circuit, tintmgel, pascoe vale south,4112, wa,19210220,6141854
 sideris, madeleine,6, ferry place, brunton, glendsle,4670, nsw,19851113,4355459
 , goode,23, cane place, cukbone, manly bale,2602, vic,19840402,7430736
 daish, william,500, osburn drive, pink lake caravan park, eastwood,3085, nsw,19311114,8646353
 samuel, wilkins,16, , wildes mdw, hayborough,3125, nsw,19680910,2994606
 tegan, whitelley,7, casuarina street, retiremen tvillage, oakleigh,5111, nsw,19440305,6180156
 daniel, maspn,9, derrington crescent, el pedro caravan park, sunnybank,4350, vic,19500705,5525378
 riley, ree,9, archibald street, wisperin gpines, coonabarabran,5162, wa,19700922,4932145
 benjamin, browne,710, beazley crescent, , merrimac,2094, nsw,19660327,9379589
 reid, michael,8, terramora, upton street, macquarie fields,2452, qld,19050922,1117934
 tara, nguyen,38, anembo street, hattah-uklkyne, kurri kurri,4405, nsw,19640410,8872454
 callum, lowry,52, ruglen, hallen close, picnic point,2000, vic,19971123,3987913
 carlin, zordjan, , burnie street, kangaroo creek, ,2213, nsw,19070620,1373412
 michael, sideris,45, , erinundra, yararm,6059, ,19510317,9096326
 zali, shadnolt,1, yassr oad, rowethorpe, cronulla,3911, vic,19771225,7247098
 alysha, nguyen,7, hurleystreet, avenue road, brunkerville,3904, nsw,19970304,4977712
 noack, madeleine,44, forbes street, woodsong, coombbaah,7320, ,19490830,2378967
 gartkh, echevarria,76, solomon crescent, ondyong point, humpty doo,2770, vic,19970118,4201581
 alusa, mulvie,35, osburn drive, emoh, booy a,2000, sa,19400808,2724093
 kiandra, lock,33, dampier vrescent, kalang, cardiff,3500, qld,19330410,1004953
 , clarke,14, , rowethorpe, newcastle,2202, vic,19670314,9542197
 layla, stenqing,54, la perouse street, tewantin plaza, coolbellup,4740, tas,19850119,5169349
 sebastian, ryan,465, mathews place, don ray, spencer park,4210, nsw,19080114,8520668
 alissa, rpiest,7, lawley street, , granville,4116, qld,19241102,1113130
 kate, stephenson,8, sinclair street, , ryde,5333, nsw,19051012,4182623
 jadue, czoloszyski, , waller crescent, st francis vlge, cabramatta,7190, qld,19491001,6141371
 jazz, campell,9, newbery crescent, cullingaepark, fairlight,3850, qld,19391218,7149087
 gabrielle, fargahry-tolba,11, northbourne avenue, pia place, st georges basin,2011, vic,19640424,7326839
 bree, beattie,21, kosciusko avenue, somerset cottage, woodend,6210, vic,19460703,1384798
 emiily, thorpe, , booleestreet, gumnut clttage, boondall,5114, vic,19370502,2528591
 bianca, mccamrthy,23, wakefield agrden, , elizabeth south,3126, vic,19991221,2431148
 ben, chorny,16, mcquade close, our folly, bonnyirgg,4120, qld,19481025,3512659
 joshua, dowdney,14, wynn street, tathra, bilpiw,2529, vic,19091220,2519977
 holly, clarke, , macgregor street, , brighton-le-sands,2540, sa,19620404,2345058
 zara, ,27, o'conno rc ircuit, fm226, horsley,2256, nsw,19730628,8230398
 ella, wasley,58, guthridge crescent, crown a llotment, carole park,5115, nsw,19411214,3051473
 robery, waller,4, cutlack street, glenv iew, wellard,3000, vic, ,4754283
 lochlan, shephrec,51, barnett close, winteirga, bimbi,2328, vic,19850102,8073994
 pia, chell,81, bayley street, youralla, ,2614, qld,19400227,4770120
 nicholas, geore,36, hedger street, brentwoogdv lge, dover heights,2500, wa,19470803,8827430
 alexandra, yiannoulis,159, archdall street, tall ipnes, rowville,3284, vic,19790913,7551259
 mcvilly, georgia,34, gardiner sktreet, cadogan, bayview heights,4370, nsw,19830221,2711924
 alannah, santi,125, fordepuace, , kyabram,4207, qld,19341230,2296037
 aleisha, campbell,4, mackay crescent, , coolamon,5011, qld,19910630,3454612
 mackenzie, reid,37, ebdenstreet, unt 2, malabar,2233, vic,19550203,8090155
 kirasak, carla,5, albermarle place, , bacchus marsh,5085, vic,19630801,6299625
 iain, noble,84, rischbieth crescent, the bi g tree, albanyh cerek,6391, qld,19500616,2205130
 ainsley, shepherdson,16, jackie howeocrescent, huntawyle, moorooka,2261, nsw,19480630,3591742
 gillian, pighin,2, hilderstreet, iron bark ridge, cooma,4508, nsw,19990501,6489507
 ayla, thorpe,34, black street, wunplm, currabmine,5540, vic,19031202,8748647
 hannah, reid,21, bisdee street, tall pibes, malvern,2478, qld,19840208,1762901
 william, mccarthy,47, culgoa curcuit, research tsation, evans head,6110, nsq,19010118,1681813
 pai, maczkowiack,52, kalgoorlie crescent, , broken hill,3002, vic, ,5924648
 kylie, browne,11, clancy street, , tamborine,3812, nsw,19040712,4522939
 mystique, wisemkan,42, rivett skreet, , dover heights,2615, wa,19290619,3989366
 , collibnson,8, parrabel place, fraser lodge, elwozoc,2420, vic,19100819,5602774
 giaan, everett,6, , sunnysideo rchards, wangaratta,4551, tas,19420909,7947853
 sophie, mccqrthy,91, woodfull loop, norma, west culburra,2340, qld,19580523,1578155
 isac, sherriff,6, britten-jnoes drive, wyuna, greendale,3976, tas,19330719,7421428
 evan, matthews,112, kildarra, enid lorimer circuit, port augusta,6103, nsw,19961123,1551414
 mitchell, flannery,2, wilkins street, paradise syprings, toowoomba,5088, vic,19581016,8712141
 georgia, glover-smith,34, howse street, , rab,5340, wa,19790813,8934327
 br inlry, ho,6, vickers crescent, parks cottage, greenwith,2166, sa,19311119,9420562
 saule, peachey,28, waratah street, goonahra, wanniassa,2750, vic,19531113,2548288
 benamin, spaans,72, ellerstonavenue, birkebnau, kulnura,5082, qld,19010804,1924477
 szymczak, keely,17, kosciusko avenue, trevena, kingspark,2137, vic,19711125,2525516
 sian, debt,12, kaeppel place, walhalla, belmont north,5253, sa,19470506,9599013
 lachlan, ryan,38, leven street, pyramid caravn park, bulimba,2251, qld,19010120,7889345
 dreyer, flynn,148, haydenclose, hawkesbury natural health acupuncture ce, sanctuary point,3669, vic,19010221,7104329
 jessica, beam,19, glenubrn, griffiths street, toorak,5540, nsw,19040321,7839655
 isabella, dolby,16, hodgson cres cent, break-o-day, dawpark,4304, qld,19030725,7732123
 thomas, snod,26, mcclintock street, , warilla,4551, vic,19790413,3010606
 liaym, beckwith,6, murrung crescent, , revesby,3155, sa,19730522,2475787
 karl, adart,56, launceston street, aprt 504, clarkson,2032, nsw,19860315,1526150
 jasper, miles,20, narryer close, moondah, nambour,1413, vic, ,3809763
 , priest,41, fink crescent, nioka, broken hill,2340, nsw,19060617,7169908
 amy, hawes,68, hyne p cace, , mentone,6022, nsw,19400129,5599177
 bradley, sribar,32, sturt avenue, everge en, buronga,2710, sa,19511217,9160808
 davdi, stapenell,27, gosse street, treetops, new farm,2582, qld,19710118,6109183
 tians, whiet,20, tazewell circuit, ningana rekirement, toorak,2205, vic,19460218,7461693
 riley, landow,43, hannafors street, wattl e tree, marayong,6025, vic,19971031,4812402
 nicholas, huxley, , blackbutt street, burnside, unanderra,2213, vic,19761203,8423125
 jock, loukes,13, phillipson crescent, newry farm, tallong,2099, sa,19220113,2561584
 joshua, beaty,19, blackwood terrace, the summre house, prosplect,6163, vic,19721121,1725695
 willoavm, cheers,18, ollera, kirwan circuit, ,6026, nsw,19550419,5986242
 ava, spark,60, larkin close, , mulgrave east,3203, nsw,19470913,5766734
 kody, mewett,9, priddle street, st francis village, bayswater,2519, nsw,19880523,7709827
 ryan, allsopp,25, warramoo crescent, shiloha, athetron,3796, qld, ,5369163
 elki, webb,33, max henry crescent, willow s trees, corio,2077, nsw,19711211,7999700
 sara, weller,39, , heathfiled qld, keilor east,4304, nsw, ,3408564
 dominic, aldedrson,309, clamp place, , bundamba,2767, sa,19871130,1163272
 , lowry,80, kinchela crescent, rowethorpe, rossmoyne,2770, qld,19350708,6616912
 daniella, chandler,1226, lewin wtreet, the willows, robertson,4173, vic, ,3790237
 cain, dooley,85, boobialla street, osborne nouse, marsden,2284, vic,19570621,5346367
 livia, ,73, stapylton street, kanjara, roxburgy park,2212, qld,19790329,8689632
 james, thorpe,27, cusack place, , kardinya,4580, qld,19410413,3938054
 noah, verner,150, macquarei street, jarroo, murrumbqteman,3150, nsq,19500227,8469038
 maxi, burford,2, dixon drive, inglecell, aspley,2090, nsw,19030325,6228407
 amy, urenea,3, verbruggh en street, narraburrj lodge, riverwood,4610, vic,19040320,4689528
 timothy, elphixck,28, waratah street, main beach medcial centre, ,6096, vic,19391124,3887226
 cain, dietrich,40, eugenia street, legacy u nits, bunbury,3782, tsa,19550801,2545231
