first_name,last_name,street_num,address_1,address_2,suburb,postcode,state,DOB,SSN
 rachel, bishop,10, cumbrae place, little shalford, corrimal,3167, wa,19300129,5012283
 brooke, egan,93, mcinnes street, , wanniassa,4215, vic,19880417,8165238
 sienna, musolino,22, smeaton circuit, pangani, mckinnon,2700, nsw,19890525,4971506
 lucas, yoon,54, johnstone circuit, shady creek, wingham,3039, qld,19761101,8649392
 alicia, riddei,11, elvire place, swanleigh, allawah,2440, qld,19620629,2718027
 dylan, oatey, , barringer street, thurlimbah, avalon,2217, vic,19441106,7915328
 lachlan, bottroff,92, , quandialla, bronte,4670, nsw,19641111,4134354
 connor, bergsma,180, tinderry circuit, ferndale, penrith,3047, nsw,19580116,5081459
 jack, dancey,174, wells garden, , taree,2216, vic,19311206,1490674
 isabelle, huxley,42, rosenthal street, antigua, hocking,3825, qld,19820920,3356088
 brooke, green,14, laker crescent, sapri, whittingham,2166, wa,19920111,6640023
 emiily, rundle,112, tarago place, fiveways, brookvale,2122, nsw,19461226,2419260
 molly, garcia,1, chuculba crescent, arawang, ballarat,2048, qld,19571103,2305243
 angus, godfrey,1, lamington street, ulc 4, pannawonica,5607, vic,19050930,8426472
 bianca, bishop,96, crozier circuit, linton, wolvi,4812, nsw,19761209,6772943
 finn, hoang,86, fremantle drive, rathdangan, boulder,2099, vic,19101022,2016540
 emma, mccarter,21, enderby street, , burwood east,3052, nsw, ,1635330
 keaton, stanley,9, ern florence crescent, deergarden caravn park, daisy hill,2835, qld,19750130,6553331
 , lodge,9, forbes street, glen alvie rsd, birkdale,5118, nsw,19691225,7105186
 alessandra, mcneill,364, kelleway avenue, bodyworks healing centre, broken hill,2763, qld, ,5866707
 ash, munyarryun,6, lachlan street, , braddon,2641, nsw,19421130,7370167
 carmen, miles,361, mccormack street, paling south, mona vale,2782, nsw,19220601,4126596
 bridget, knopf,67, shackleton circuit, bridle bit, naracoorte,5255, qld,19760317,5405822
 , lock,9, tauss place, argyle, woodcroft,2028, sa,19130105,6312603
 april, mccracken,1217, henning place, john flynn hospital, dandenong north,5356, nsw,19170824,9290031
 nicole, schmook,3, grounds crescent, alice street, logan reserve,3840, tas,19860822,4490353
 keegan, berry,28, hattersley court, gundamain, corrimal east,3073, qld,19230913,8103633
 emiily, sariago,13, boobialla street, the meadows, clareville,2229, qld,19740226,5576047
 benjamin, rau,119, lenehan street, binnalong, burleigh heads,2065, vic,19040120,8590013
 riley, pascoe,86, lexcen avenue, brentwood vlge, south brisbane,7053, sa,19380905,1815088
 jessica, mccarthy,42, moynihan street, railway cottage, st lucia,4806, qld,19770301,6423000
 rhett, matthews,16, cadell street, warhaven home, surfers paradise,3911, nsw,19870715,5123065
 , miteff,10, tristania street, goldenoaks village, brookvale,3156, nsw,19550618,9393286
 caitlin, grimm,10, yapunyah street, beaumonts beach house, bethania,3350, vic,19520809,9350011
 lachlan, couzens,5, salvado place, hobart private hospital (cnr argyle), taree,2211, vic,19690911,1741428
 mitchell, trowse,22, boolee street, john flynn medical centre, malvern,4350, qld,19640225,4579159
 emiily, crossman,16, , tulloch, colac,4305, nsw,19641029,4013967
 ruby, paine,27, tatchell street, belandean, lennox head,3350, nsw,19030605,4010380
 marcus, white,5, verdon street, golf road, punchbowl,4165, vic,19971124,7116750
 annabella, goldsworthy,32, quandong street, , dalby,3219, nsw,19880902,1074106
 jinni, grossman,5, maddison close, langunyah, north ryde,5253, nsw,19251101,9474636
 keeley, slape,10, arthaldo court, glenore grove, kogarah,6012, nsw,19301222,9981980
 caitlin, gatward,6, pokana circuit, cerbrus, thornlie,2810, nsw,19790927,1186199
 sophie, grosser,86, tryon street, bethel hostel, bull creek,3875, wa,19011031,6415988
 sophie, bacchus,11, adamson crescent, tweed heritage caravan park, katherine,2036, nsw,19700707,3628289
 samantha, howie,6, mauldon street, environa, palmview,4053, act,19840918,3489071
 caitlin, basey,414, pelsart street, st francis vlge, daisy hill,2113, nsw,19110711,7811311
 michael, bulmeister,4, lewis luxton avenue, kiola, melton south,3101, nsw,19720805,7224448
 kane, markijevic,51, maltby circuit, moyola, briar hill,2452, nsw,19310315,5758876
 lachlan, nguyen,70, bushby close, locheil, wilson,5046, nsw,19660926,4360586
 lydia, heiland,12, roope close, garden est, yass,2454, nsw,19130103,6703072
 harvey, roselli,132, twelve trees crescent, dargam, reynella,3089, vic, ,7501852
 kayla, kerkham,29, cobb crescent, beach house, denmark,2318, qld,19130824,4646463
 hamish, boulter,16, longstay caravn park, top spot, warkton,2429, nsw,19170530,6954052
 matilda, satterley,5, eugenia street, strathlea, kedron,3056, qld, ,7200837
 chloe, dunnicliff,10, fraser place, walkabout palms, belgrave,4211, nsw, ,9683634
 emiily, finlay,13, lawrence close, upton, boddington,2485, nsw,19800129,5998213
 oscar, bitmead,4, ellerston avenue, glenview, deer park,4020, qld,19191217,5440118
 makenzi, lowe,10, pandanus street, the homestead, springfield,2745, vic,19370123,3748468
 ellen, nguyen,36, burdon place, hillendale, semaphore park,4216, nsw,19701020,8122850
 pearson, reid,19, hodgkinson street, marebone, woodcroft,4815, nsw,19101109,1582056
 harry, singleton,57, mackenzie street, terranora, currambine,2502, nsw,19170130,1412842
 flynn, mason,11, namatjira drive, wellshot, blackburn north,2756, wa,19110824,2236689
 kiera, lowe,208, acraman place, farm shed, thornbury,2470, qld,19830616,8834013
 lachlan, ebert,37, barcoo place, low ponds, corio,3191, sa,19720105,4689114
 montana, delrue,12, herington street, st vincents medical centre, allora,2010, nsw,19591003,4382424
 nikita, leditschke,86, sidaway street, parkdale lodge, mirrabooka,2031, vic,19510630,1387001
 charlotte, coffey,5, hallen close, thurlimbah, ringwood,2560, ,19741217,9493726
 ashleigh, rollins,22, mcrae place, mansfield park, dapto,4670, tas,19180307,4706557
 lushia, mason,26, mcdermott street, tundarra, balwyn north,2099, nsw,19261204,6453135
 jack, green, , macalpine close, , aspley,6014, wa,19350317,4402882
 kalli, rocca,12, mckivat close, leebold hill farm, clayfield,5022, qld,19990423,3214869
 cooper, hammer,20, eggleston crescent, , bunbury,4703, qld,19680910,7753471
 cooper, lemke,2, albermarle place, iron shoe lodge, thornbury,3082, qld,19881107,7332841
 troy, copp,32, chinner crescent, huntington, dural,6105, nsw,19921025,8516174
 matthew, ploughman, , severne crescent, goodhope, raby,2541, wa,19900710,4917759
 mitchell, mason,47, edkins street, lochadair, north ryde,3355, nsw,19390212,8859999
 tyler, walch,26, pither close, warbinya, st ives,3871, vic,19650916,5533620
 emiily, bishop,12, , pine dale, vermont,2088, wa,19730322,3947458
 matthew, nguyen,273, hugh mckay crescent, katherine low leve, ,4560, act,19320414,5765039
 kadin, crosswell,2, telopea park, karobean, leongatha south,2070, vic,19410715,4079644
 arabella, sorsa,29, corringle close, mari-ma farm, mulgrave east,4871, qld,19450119,2313601
 robert, wilczek,60, sugarloaf circuit, eldwick, thirroul,2325, nsw,19630615,5960552
 madeline, volpato,7, elliott street, lakeview park, glenhaven,6442, vic,19341126,1203476
 sarah, green,9, mceachern crescent, watchorns hill, southbank,3163, qld,19550529,5453855
 emiily, white,12, crago place, rocklea, mosman,3300, vic,19390429,6209600
 hannah, morrison,14, strzelecki crescent, orchid square, auburn,2151, qld,19010126,4820527
 jacob, white,43, blackman crescent, torrington, gosford east,6164, nsw,19320606,9898855
 elton, coldicutt,3, somerset street, newman medical centre, ashfield,5073, vic,19341016,9721944
 edward, horstler,42, badimara street, carrington garden, clovelly,2086, qld, ,3242408
 emiily, tidey,6, hazel street, duck creek, cooloongup,800, nsw,19591017,6058396
 lachlan, lanyon,131, , evergreen, malvern east,4715, act, ,5173073
 hayley, roles,4, newlop street, rabbit warren, acacia ridge,2770, vic,19581005,7340730
 jacob, webb,15, chapman street, flr 3, lutwyche,4032, sa,19320926,3970231
 emiily, zeck,7, garanya street, rowethorpe, granville,3226, wa,19000603,9875041
 ethan, greenhalgh, , crozier circuit, richon, rosebrook,4151, qld,19400702,6431791
 harry, pembroke,138, sparkes close, st georges medical centre, sutton forest,3338, qld,19260311,6618265
 nicholas, malin,2, hearn street, miami, acton,5161, nsw,19020404,6007254
 ryan, moody,7, tyrrell circuit, pooley bridge, nedlands,3809, nsw,19320818,7217442
 , carullo,5, longman street, home vlge, mawson,4572, nsw,19260527,5895140
 joshua, sherriff,159, cosgrove street, sun city resort, bligh park,2035, qld, ,6454105
 lachlan, coleman,59, marsden street, bell place (cnr bell r road, richmond west,3995, tas,19060305,2870281
 courtney, gilbertson,35, maccallum circuit, barley hill, granville,2646, qld,19910105,5257049
 lachlan, rees,25, darwinia terrace, moline village, ulverstone,3162, vic,19131017,1414477
 thomas, egan,374, tipping place, timbara, peterborough,3585, tas,19430730,4456007
 sophie, furze,590, goldsborough close, tallageris-demijoh, carina heights,3171, qld,19110502,4765244
 samuel, crofts,613, banjine street, kurrajong vlge, penguin,2230, qld,19410531,4467228
 phoebe, dixon,7, ambalindum street, bracken leigh, yass,6027, tas,19960119,3838118
 callum, webb,110, callaghan street, emerald garden, lockleys,3166, vic,19000429,2494767
 zachary, brain,31, cornish place, the meadows, whitfield,2675, vic,19120327,3343445
 heath, tao,1, holden crescent, the willows, merrimac,2594, nsw,19420605,9669484
 aidan, banham,8, rowntree crescent, locn 8774, tallebudgera,2284, wa,19280830,5929976
 fraser, hebberman,28, henderson street, kalinda park, cowra,3429, qld,19900809,9636276
 georgia, campbell,22, kalgoorlie crescent, rowethorpe, sherwood,3134, nsw,19730322,6197687
 tara, bishop,7, namatjira drive, riverpark, rye,812, nsw,19771030,3820896
 mackenzi, dogg,30, paisley street, , berwick,2259, vic,19710709,9203314
 lara, stirpe,60, wilshire street, the boulevarde, wanneroo,2160, wa,19100118,7108358
 joel, waller,12, quiros street, marella, bowral,4670, vic,19740716,8352619
 , mcgirr,1170, graham street, hopefield, yangebup,3414, vic,19060702,7139205
 courtney, okulewicz,12, hodgson crescent, goldenvale farm, forrestfield,4214, tas,19990419,1581871
 miller, matthews,23, arndell street, myalpa, athelstone,2483, nsw,19680122,3203561
 emma, white,1, eaglemont retreat, glenmore, eight mile plains,3025, vic,19251010,4488560
 lachlan-john, spears,5, o'connor circuit, , risdon park,6064, qld,19950105,2405882
 joshua, millar,1, bandulla street, sherwood, forcett,3463, tas,19580204,7520191
 dylan, needham,14, eucumbene drive, , carrara,2456, nsw,19750722,2780577
 edward, dent,28, shipard place, glenview, picton,4020, vic,19480210,5693557
 makenzie, reid,23, sherbrooke street, torbanlea, st ives,2010, qld,19930630,9745948
 lily, wastell,2, clare dennis avenue, glen arthur, marsden,2118, sa,19720903,2526870
 , babic,1, totterdell street, cooingale, st albans,4060, sa,19450403,4779301
 keeley, gaskin,128, winder place, chanak, west wyalong,3138, wa,19550702,4856464
 madison, morrison,38, peacock place, melima, campbelltown,3021, wa,19481214,1967265
 talia, lucadou wells,59, de little circuit, kelda park, forrestfield,4740, vic,19560221,2600068
 kenneth, priest,12, piper street, , ferny creek,2257, nsw,19151017,9976586
 isabella, reid,42, sherbrooke street, armidale private hospital, tallong,2088, vic,19101002,2434717
 jack, lowe,12, lambert street, belongame, lavington,6415, vic,19091212,6247312
 caitlin, berry,29, carr crescent, bletchly park, corrimal east,4075, sa,19780804,2225444
 robert, gibb,2, mckeahnie street, spring creek, frankston,2450, wa,19440618,9181026
 michaela, mcandrew,25, parker street, , ryde,3128, vic,19170418,2879085
 lewis, coleman,24, northbourne avenue, our folly, toowoomba,2145, nsw,19341227,4576898
 jack, badman,8, kardang street, gowrie, point samson,4670, nsw,19070912,1172421
 lachlan, groenveld,733, herschell circuit, , graceville,3016, nsw,19770716,8547078
 william, vanderwesten,11, william wilkins crescent, wyuna, grenfell,5290, nsw,19500801,2499394
 michelle, morrison,70, nunan crescent, retirement village, coolaroo,3754, tas,19580308,2642188
 arabella, hallmaier,147, knoke avenue, glenview, st kilda,4017, wa,19330228,7879377
 jasmyn, schoettke,14, marien place, rosetta village, ,3018, tas, ,3129756
 arabella, holyoak,49, hughes crescent, b, malvern,4405, wa,19280311,8444431
 samuel, david,62, rodway street, apmnt 501, north arm,2166, qld,19560208,8268023
 bethanie, menzies,120, archibald street, krismark, belmont,2287, nsw,19871019,8046929
 talissa, macgowan,31, fairfax street, rosetta village, mitcham,5290, qld,19481101,7084722
 oliver, jennions,4, o'shanassy street, rye park, glenmore park,3555, nsw,19500316,1498603
 charlotte, meadows,59, totterdell street, b, plumpton,2905, qld,19030219,6004748
 ayden, finlay,6, holyman street, milmilland, cowra,2225, nsw,19740203,5706958
 samuel, green,13, cordeaux street, mornington ret vlg, woorinen,6153, nsw,19911221,5676411
 kirrah, southwood,137, sugarloaf circuit, coolibah, smithfield,4715, wa,19980504,4827713
 katelyn, blackwell,127, ferrier place, northwood park, chelsea heights,4211, qld,19570409,8541055
 jacqueline, grillett,10, wandoo street, braemore, tuart hill,2031, vic,19241218,3043851
 hayley, bloomfield,58, jondol place, pine hill, plumpton,5725, qld,19310515,2689302
 jasper, tsialafos, , stutchbury street, st francis vlge, cook,2233, nsw,19220428,8232480
 connor, toms,22, taggerty street, vivigani, malvern east,7310, qld,19991026,6080369
 deakin, shepherd,17, torrens street, south macroom, rose bay,3058, nt,19011229,5190083
 bethany, crook, , rumker place, villa 115, thornbury,4380, wa,19701023,3361106
 ellouise, domingo,36, leach street, plain view, frankston,6062, nsw,19141125,2822912
 kyle, grbovac,51, alexander mackie circuit, sutton cottage, frankston,3094, vic,19821227,7927536
 jack, stanbury,25, de vis place, kersley mews, koorawatha,4074, qld,19381113,7301101
 cain, lowe,34, robertson street, hillside villas, sunshine,2145, nsw,19060725,6210006
 alexandra, budge,11, outtrim avenue, sec 528, jacana,2096, wa,19590819,3277841
 dante, priest,18, bamford street, robin's cottage, willetton,2617, nsw,19150225,9740161
 oscar, ovens,15, bennett street, , sheidow park,2606, wa,19060608,3538621
 chloe, stanley,69, fisken crescent, hawkhurst cottage, ermington,2090, nsw, ,5004344
 angie, hyland,1, wardell place, port fairy road, beaumaris,4650, wa,19770803,7407973
 gregory, bujtas, , badimara street, tourist park, killara,4285, nsw,19581002,6763771
 brett, falcione,106, burdekin avenue, berragoon, pennant hills,4114, nsw,19890803,3152019
 lachlan, reid,20, starke street, busbey's flat, caulfield,2611, vic,19600906,3614628
 george, webb,16, beatham close, nelsons lake, lakemba,2064, nsw,19721211,6420147
 aikaterina, hewetson,13, jabanungga avenue, moorabee, bowen mountain,2148, vic,19500330,7093866
 kelsea, hoebee,83, paul coe crescent, , st kilda,6027, wa,19970705,7042275
 nathan, sieber,21, spowers circuit, white patch, findon,2430, ,19681127,8987260
 zachary, kermeen,7, powell street, tourist park, yass,5162, qld,19131006,1784799
 flynn, painter,7, thomas hart street, railway stn, seaton,2640, vic,19211124,8126727
 liam, coenen,66, stretton crescent, brinjarry, patterson lakes,6060, qld,19690602,1128736
 anthony, berry,12, duterrau crescent, mianga, acacia ridge,6027, vic,19570618,6807657
